Subject,Entries,Gender,Year,Level
Urdu,81.0,Male,2003,Standard_Grade
Accounting and Finance,1470.0,Male,2003,Standard_Grade
Mathematics,30068.0,Male,2003,Standard_Grade
Biology,6631.0,Male,2003,Standard_Grade
Chemistry,11201.0,Male,2003,Standard_Grade
Physics,13742.0,Male,2003,Standard_Grade
Science,6432.0,Male,2003,Standard_Grade
Classical Studies,127.0,Male,2003,Standard_Grade
Contemporary Social Studies,144.0,Male,2003,Standard_Grade
Economics,396.0,Male,2003,Standard_Grade
Geography,12432.0,Male,2003,Standard_Grade
History,10479.0,Male,2003,Standard_Grade
Modern Studies,6024.0,Male,2003,Standard_Grade
Religious Studies,587.0,Male,2003,Standard_Grade
Social and Vocational Skills,1460.0,Male,2003,Standard_Grade
Administration,3536.0,Male,2003,Standard_Grade
Business Management,2412.0,Male,2003,Standard_Grade
Computing Studies,13992.0,Male,2003,Standard_Grade
Craft and Design,11426.0,Male,2003,Standard_Grade
Graphic Communication,6845.0,Male,2003,Standard_Grade
Home Economics,1831.0,Male,2003,Standard_Grade
Technological Studies,2096.0,Male,2003,Standard_Grade
Art and Design,8199.0,Male,2003,Standard_Grade
Drama,1873.0,Male,2003,Standard_Grade
Music,4344.0,Male,2003,Standard_Grade
Physical Education,12843.0,Male,2003,Standard_Grade
Gaelic (Learners) (Writing)*,50.0,Male,2003,Standard_Grade
Classical Greek,4.0,Female,2003,Standard_Grade
English,30041.0,Female,2003,Standard_Grade
English - Alternative Communication,1.0,Female,2003,Standard_Grade
English - Spoken,1.0,Female,2003,Standard_Grade
French,19838.0,Female,2003,Standard_Grade
Gaelic (Learners),170.0,Female,2003,Standard_Grade
Gàidhlig,103.0,Female,2003,Standard_Grade
German,6812.0,Female,2003,Standard_Grade
Italian,345.0,Female,2003,Standard_Grade
Latin,375.0,Female,2003,Standard_Grade
Russian,4.0,Female,2003,Standard_Grade
Spanish,1669.0,Female,2003,Standard_Grade
Urdu,100.0,Female,2003,Standard_Grade
Accounting and Finance,1798.0,Female,2003,Standard_Grade
Mathematics,29373.0,Female,2003,Standard_Grade
Biology,16529.0,Female,2003,Standard_Grade
Chemistry,11420.0,Female,2003,Standard_Grade
Physics,5394.0,Female,2003,Standard_Grade
Science,5038.0,Female,2003,Standard_Grade
Classical Studies,148.0,Female,2003,Standard_Grade
Contemporary Social Studies,93.0,Female,2003,Standard_Grade
Economics,196.0,Female,2003,Standard_Grade
Geography,8890.0,Female,2003,Standard_Grade
History,11455.0,Female,2003,Standard_Grade
Modern Studies,8572.0,Female,2003,Standard_Grade
Religious Studies,1125.0,Female,2003,Standard_Grade
Social and Vocational Skills,1643.0,Female,2003,Standard_Grade
Administration,10964.0,Female,2003,Standard_Grade
Business Management,2644.0,Female,2003,Standard_Grade
Computing Studies,7731.0,Female,2003,Standard_Grade
Craft and Design,3603.0,Female,2003,Standard_Grade
Graphic Communication,3099.0,Female,2003,Standard_Grade
Home Economics,6977.0,Female,2003,Standard_Grade
Technological Studies,148.0,Female,2003,Standard_Grade
Art and Design,13709.0,Female,2003,Standard_Grade
Drama,3790.0,Female,2003,Standard_Grade
Music,6556.0,Female,2003,Standard_Grade
Physical Education,5207.0,Female,2003,Standard_Grade
Gaelic (Learners) (Writing)*,98.0,Female,2003,Standard_Grade
Classical Greek,0.0,Male,2004,Standard_Grade
English,29965.0,Male,2004,Standard_Grade
English - Alternative Communication,4.0,Male,2004,Standard_Grade
English - Spoken,2.0,Male,2004,Standard_Grade
French,17227.0,Male,2004,Standard_Grade
Gaelic (Learners),161.0,Male,2004,Standard_Grade
Gàidhlig,109.0,Male,2004,Standard_Grade
German,5830.0,Male,2004,Standard_Grade
Italian,253.0,Male,2004,Standard_Grade
Latin,227.0,Male,2004,Standard_Grade
Russian,1.0,Male,2004,Standard_Grade
Spanish,1075.0,Male,2004,Standard_Grade
Urdu,75.0,Male,2004,Standard_Grade
Accounting and Finance,1306.0,Male,2004,Standard_Grade
Mathematics,28740.0,Male,2004,Standard_Grade
Biology,6822.0,Male,2004,Standard_Grade
Chemistry,10749.0,Male,2004,Standard_Grade
Physics,13090.0,Male,2004,Standard_Grade
Science,4658.0,Male,2004,Standard_Grade
Classical Studies,167.0,Male,2004,Standard_Grade
Contemporary Social Studies,133.0,Male,2004,Standard_Grade
Economics,233.0,Male,2004,Standard_Grade
Geography,11520.0,Male,2004,Standard_Grade
History,10699.0,Male,2004,Standard_Grade
Modern Studies,5836.0,Male,2004,Standard_Grade
Religious Studies,522.0,Male,2004,Standard_Grade
Social and Vocational Skills,1513.0,Male,2004,Standard_Grade
Administration,3448.0,Male,2004,Standard_Grade
Business Management,2827.0,Male,2004,Standard_Grade
Computing Studies,12265.0,Male,2004,Standard_Grade
Craft and Design,11105.0,Male,2004,Standard_Grade
Graphic Communication,6648.0,Male,2004,Standard_Grade
Home Economics,1779.0,Male,2004,Standard_Grade
Technological Studies,2028.0,Male,2004,Standard_Grade
Art and Design,7700.0,Male,2004,Standard_Grade
Drama,1939.0,Male,2004,Standard_Grade
Music,4529.0,Male,2004,Standard_Grade
Physical Education,12443.0,Male,2004,Standard_Grade
Gaelic (Learners) (Writing)*,57.0,Male,2004,Standard_Grade
Classical Greek,4.0,Female,2004,Standard_Grade
English,29444.0,Female,2004,Standard_Grade
English - Alternative Communication,2.0,Female,2004,Standard_Grade
English - Spoken,0.0,Female,2004,Standard_Grade
French,19079.0,Female,2004,Standard_Grade
Gaelic (Learners),155.0,Female,2004,Standard_Grade
Gàidhlig,109.0,Female,2004,Standard_Grade
German,6235.0,Female,2004,Standard_Grade
Italian,362.0,Female,2004,Standard_Grade
Latin,343.0,Female,2004,Standard_Grade
Russian,0.0,Female,2004,Standard_Grade
Spanish,1732.0,Female,2004,Standard_Grade
Urdu,89.0,Female,2004,Standard_Grade
Accounting and Finance,1447.0,Female,2004,Standard_Grade
Mathematics,28033.0,Female,2004,Standard_Grade
Biology,16164.0,Female,2004,Standard_Grade
Chemistry,10941.0,Female,2004,Standard_Grade
Physics,5080.0,Female,2004,Standard_Grade
Science,3664.0,Female,2004,Standard_Grade
Classical Studies,209.0,Female,2004,Standard_Grade
Contemporary Social Studies,81.0,Female,2004,Standard_Grade
Economics,125.0,Female,2004,Standard_Grade
Geography,8305.0,Female,2004,Standard_Grade
History,11540.0,Female,2004,Standard_Grade
Modern Studies,8429.0,Female,2004,Standard_Grade
Religious Studies,1033.0,Female,2004,Standard_Grade
Social and Vocational Skills,1596.0,Female,2004,Standard_Grade
Administration,10906.0,Female,2004,Standard_Grade
Business Management,2865.0,Female,2004,Standard_Grade
Computing Studies,6584.0,Female,2004,Standard_Grade
Craft and Design,3214.0,Female,2004,Standard_Grade
Graphic Communication,3107.0,Female,2004,Standard_Grade
Home Economics,6540.0,Female,2004,Standard_Grade
Technological Studies,124.0,Female,2004,Standard_Grade
Art and Design,12930.0,Female,2004,Standard_Grade
Drama,4039.0,Female,2004,Standard_Grade
Music,6308.0,Female,2004,Standard_Grade
Physical Education,5409.0,Female,2004,Standard_Grade
Gaelic (Learners) (Writing)*,90.0,Female,2004,Standard_Grade
Classical Greek,3.0,Male,2005,Standard_Grade
English,28797.0,Male,2005,Standard_Grade
English - Alternative Communication,1.0,Male,2005,Standard_Grade
French,16078.0,Male,2005,Standard_Grade
Gaelic (Learners),159.0,Male,2005,Standard_Grade
Gàidhlig,93.0,Male,2005,Standard_Grade
German,5502.0,Male,2005,Standard_Grade
Italian,148.0,Male,2005,Standard_Grade
Latin,289.0,Male,2005,Standard_Grade
Russian,4.0,Male,2005,Standard_Grade
Spanish,1174.0,Male,2005,Standard_Grade
Urdu,69.0,Male,2005,Standard_Grade
Accounting and Finance,1193.0,Male,2005,Standard_Grade
Mathematics,27152.0,Male,2005,Standard_Grade
Biology,6644.0,Male,2005,Standard_Grade
Chemistry,10331.0,Male,2005,Standard_Grade
Physics,12299.0,Male,2005,Standard_Grade
Science,3351.0,Male,2005,Standard_Grade
Classical Studies,179.0,Male,2005,Standard_Grade
Contemporary Social Studies,131.0,Male,2005,Standard_Grade
Economics,161.0,Male,2005,Standard_Grade
Geography,10881.0,Male,2005,Standard_Grade
History,10244.0,Male,2005,Standard_Grade
Modern Studies,5507.0,Male,2005,Standard_Grade
Religious Studies,530.0,Male,2005,Standard_Grade
Social and Vocational Skills,1446.0,Male,2005,Standard_Grade
Administration,3233.0,Male,2005,Standard_Grade
Business Management,2803.0,Male,2005,Standard_Grade
Computing Studies,11102.0,Male,2005,Standard_Grade
Craft and Design,10774.0,Male,2005,Standard_Grade
Graphic Communication,6548.0,Male,2005,Standard_Grade
Home Economics,1565.0,Male,2005,Standard_Grade
Technological Studies,1806.0,Male,2005,Standard_Grade
Art and Design,6969.0,Male,2005,Standard_Grade
Drama,1832.0,Male,2005,Standard_Grade
Music,4488.0,Male,2005,Standard_Grade
Physical Education,12204.0,Male,2005,Standard_Grade
Gaelic (Learners) (Writing)*,58.0,Male,2005,Standard_Grade
Classical Greek,1.0,Female,2005,Standard_Grade
English,28517.0,Female,2005,Standard_Grade
English - Alternative Communication,1.0,Female,2005,Standard_Grade
French,18197.0,Female,2005,Standard_Grade
Gaelic (Learners),155.0,Female,2005,Standard_Grade
Gàidhlig,97.0,Female,2005,Standard_Grade
German,5774.0,Female,2005,Standard_Grade
Italian,253.0,Female,2005,Standard_Grade
Latin,349.0,Female,2005,Standard_Grade
Russian,2.0,Female,2005,Standard_Grade
Spanish,1650.0,Female,2005,Standard_Grade
Urdu,84.0,Female,2005,Standard_Grade
Accounting and Finance,1289.0,Female,2005,Standard_Grade
Mathematics,26690.0,Female,2005,Standard_Grade
Biology,15569.0,Female,2005,Standard_Grade
Chemistry,10545.0,Female,2005,Standard_Grade
Physics,4618.0,Female,2005,Standard_Grade
Science,2855.0,Female,2005,Standard_Grade
Classical Studies,203.0,Female,2005,Standard_Grade
Contemporary Social Studies,89.0,Female,2005,Standard_Grade
Economics,80.0,Female,2005,Standard_Grade
Geography,8056.0,Female,2005,Standard_Grade
History,10845.0,Female,2005,Standard_Grade
Modern Studies,7914.0,Female,2005,Standard_Grade
Religious Studies,1053.0,Female,2005,Standard_Grade
Social and Vocational Skills,1592.0,Female,2005,Standard_Grade
Administration,9885.0,Female,2005,Standard_Grade
Business Management,2895.0,Female,2005,Standard_Grade
Computing Studies,6135.0,Female,2005,Standard_Grade
Craft and Design,3281.0,Female,2005,Standard_Grade
Graphic Communication,3014.0,Female,2005,Standard_Grade
Home Economics,6217.0,Female,2005,Standard_Grade
Technological Studies,115.0,Female,2005,Standard_Grade
Art and Design,12543.0,Female,2005,Standard_Grade
Drama,3827.0,Female,2005,Standard_Grade
Music,5741.0,Female,2005,Standard_Grade
Physical Education,5360.0,Female,2005,Standard_Grade
Gaelic (Learners) (Writing)*,85.0,Female,2005,Standard_Grade
Classical Greek,1.0,Male,2008,Standard_Grade
English,29104.0,Male,2008,Standard_Grade
French,14375.0,Male,2008,Standard_Grade
Gaelic (Learners),197.0,Male,2008,Standard_Grade
Gaidhlig,94.0,Male,2008,Standard_Grade
German,4088.0,Male,2008,Standard_Grade
Italian,178.0,Male,2008,Standard_Grade
Latin,220.0,Male,2008,Standard_Grade
Russian,0.0,Male,2008,Standard_Grade
Spanish,1238.0,Male,2008,Standard_Grade
Urdu,58.0,Male,2008,Standard_Grade
Accounting and Finance,993.0,Male,2008,Standard_Grade
Mathematics,25843.0,Male,2008,Standard_Grade
Biology,7306.0,Male,2008,Standard_Grade
Chemistry,9736.0,Male,2008,Standard_Grade
Physics,10970.0,Male,2008,Standard_Grade
Science,1954.0,Male,2008,Standard_Grade
Classical Studies,112.0,Male,2008,Standard_Grade
Contemporary Social Studies,55.0,Male,2008,Standard_Grade
Economics,112.0,Male,2008,Standard_Grade
Geography,10479.0,Male,2008,Standard_Grade
History,10487.0,Male,2008,Standard_Grade
Modern Studies,5595.0,Male,2008,Standard_Grade
Religious Studies,473.0,Male,2008,Standard_Grade
Social and Vocational Skills,1371.0,Male,2008,Standard_Grade
Administration,2615.0,Male,2008,Standard_Grade
Business Management,3181.0,Male,2008,Standard_Grade
Computing Studies,9897.0,Male,2008,Standard_Grade
Craft and Design,10211.0,Male,2008,Standard_Grade
Graphic Communication,6314.0,Male,2008,Standard_Grade
Home Economics,1478.0,Male,2008,Standard_Grade
Technological Studies,1307.0,Male,2008,Standard_Grade
Art and Design,5152.0,Male,2008,Standard_Grade
Drama,2272.0,Male,2008,Standard_Grade
Music,4512.0,Male,2008,Standard_Grade
Physical Education,12550.0,Male,2008,Standard_Grade
Gaelic (Learners) (Writing)*,80.0,Male,2008,Standard_Grade
Classical Greek,3.0,Female,2008,Standard_Grade
English,28814.0,Female,2008,Standard_Grade
French,16405.0,Female,2008,Standard_Grade
Gaelic (Learners),178.0,Female,2008,Standard_Grade
Gaidhlig,105.0,Female,2008,Standard_Grade
German,4472.0,Female,2008,Standard_Grade
Italian,289.0,Female,2008,Standard_Grade
Latin,212.0,Female,2008,Standard_Grade
Russian,1.0,Female,2008,Standard_Grade
Spanish,1819.0,Female,2008,Standard_Grade
Urdu,77.0,Female,2008,Standard_Grade
Accounting and Finance,1010.0,Female,2008,Standard_Grade
Mathematics,25139.0,Female,2008,Standard_Grade
Biology,15013.0,Female,2008,Standard_Grade
Chemistry,10037.0,Female,2008,Standard_Grade
Physics,4329.0,Female,2008,Standard_Grade
Science,1571.0,Female,2008,Standard_Grade
Classical Studies,121.0,Female,2008,Standard_Grade
Contemporary Social Studies,24.0,Female,2008,Standard_Grade
Economics,70.0,Female,2008,Standard_Grade
Geography,8031.0,Female,2008,Standard_Grade
History,10497.0,Female,2008,Standard_Grade
Modern Studies,8184.0,Female,2008,Standard_Grade
Religious Studies,993.0,Female,2008,Standard_Grade
Social and Vocational Skills,1469.0,Female,2008,Standard_Grade
Administration,7326.0,Female,2008,Standard_Grade
Business Management,3250.0,Female,2008,Standard_Grade
Computing Studies,5486.0,Female,2008,Standard_Grade
Craft and Design,2878.0,Female,2008,Standard_Grade
Graphic Communication,2975.0,Female,2008,Standard_Grade
Home Economics,5226.0,Female,2008,Standard_Grade
Technological Studies,98.0,Female,2008,Standard_Grade
Art and Design,10408.0,Female,2008,Standard_Grade
Drama,4142.0,Female,2008,Standard_Grade
Music,5753.0,Female,2008,Standard_Grade
Physical Education,5982.0,Female,2008,Standard_Grade
Gaelic (Learners) (Writing)*,90.0,Female,2008,Standard_Grade
Classical Greek,4.0,Male,2007,Standard_Grade
English,30156.0,Male,2007,Standard_Grade
English - Alternative Communication,,Male,2007,Standard_Grade
French,15104.0,Male,2007,Standard_Grade
Gaelic (Learners),193.0,Male,2007,Standard_Grade
Gaidhlig,87.0,Male,2007,Standard_Grade
German,4738.0,Male,2007,Standard_Grade
Italian,159.0,Male,2007,Standard_Grade
Latin,210.0,Male,2007,Standard_Grade
Russian,1.0,Male,2007,Standard_Grade
Spanish,1251.0,Male,2007,Standard_Grade
Urdu,81.0,Male,2007,Standard_Grade
Accounting and Finance,1152.0,Male,2007,Standard_Grade
Mathematics,27324.0,Male,2007,Standard_Grade
Biology,7116.0,Male,2007,Standard_Grade
Chemistry,9876.0,Male,2007,Standard_Grade
Physics,11567.0,Male,2007,Standard_Grade
Science,2260.0,Male,2007,Standard_Grade
Classical Studies,151.0,Male,2007,Standard_Grade
Contemporary Social Studies,64.0,Male,2007,Standard_Grade
Economics,150.0,Male,2007,Standard_Grade
Geography,10812.0,Male,2007,Standard_Grade
History,10507.0,Male,2007,Standard_Grade
Modern Studies,5830.0,Male,2007,Standard_Grade
Religious Studies,584.0,Male,2007,Standard_Grade
Social and Vocational Skills,1557.0,Male,2007,Standard_Grade
Administration,2980.0,Male,2007,Standard_Grade
Business Management,3272.0,Male,2007,Standard_Grade
Computing Studies,10254.0,Male,2007,Standard_Grade
Craft and Design,10476.0,Male,2007,Standard_Grade
Graphic Communication,6648.0,Male,2007,Standard_Grade
Home Economics,1450.0,Male,2007,Standard_Grade
Technological Studies,1640.0,Male,2007,Standard_Grade
Art and Design,5938.0,Male,2007,Standard_Grade
Drama,2186.0,Male,2007,Standard_Grade
Music,4577.0,Male,2007,Standard_Grade
Physical Education,12815.0,Male,2007,Standard_Grade
Gaelic (Learners) (Writing)*,65.0,Male,2007,Standard_Grade
Classical Greek,4.0,Female,2007,Standard_Grade
English,29577.0,Female,2007,Standard_Grade
English - Alternative Communication,2.0,Female,2007,Standard_Grade
French,17214.0,Female,2007,Standard_Grade
Gaelic (Learners),190.0,Female,2007,Standard_Grade
Gaidhlig,86.0,Female,2007,Standard_Grade
German,5046.0,Female,2007,Standard_Grade
Italian,261.0,Female,2007,Standard_Grade
Latin,250.0,Female,2007,Standard_Grade
Russian,,Female,2007,Standard_Grade
Spanish,1672.0,Female,2007,Standard_Grade
Urdu,68.0,Female,2007,Standard_Grade
Accounting and Finance,1121.0,Female,2007,Standard_Grade
Mathematics,26655.0,Female,2007,Standard_Grade
Biology,15671.0,Female,2007,Standard_Grade
Chemistry,10202.0,Female,2007,Standard_Grade
Physics,4373.0,Female,2007,Standard_Grade
Science,1945.0,Female,2007,Standard_Grade
Classical Studies,145.0,Female,2007,Standard_Grade
Contemporary Social Studies,33.0,Female,2007,Standard_Grade
Economics,94.0,Female,2007,Standard_Grade
Geography,8380.0,Female,2007,Standard_Grade
History,10333.0,Female,2007,Standard_Grade
Modern Studies,8284.0,Female,2007,Standard_Grade
Religious Studies,1101.0,Female,2007,Standard_Grade
Social and Vocational Skills,1634.0,Female,2007,Standard_Grade
Administration,8556.0,Female,2007,Standard_Grade
Business Management,3319.0,Female,2007,Standard_Grade
Computing Studies,5786.0,Female,2007,Standard_Grade
Craft and Design,3159.0,Female,2007,Standard_Grade
Graphic Communication,3098.0,Female,2007,Standard_Grade
Home Economics,5835.0,Female,2007,Standard_Grade
Technological Studies,131.0,Female,2007,Standard_Grade
Art and Design,11246.0,Female,2007,Standard_Grade
Drama,4157.0,Female,2007,Standard_Grade
Music,6024.0,Female,2007,Standard_Grade
Physical Education,5871.0,Female,2007,Standard_Grade
Gaelic (Learners) (Writing)*,92.0,Female,2007,Standard_Grade
Classical Greek,1.0,Male,2010,Standard_Grade
English,26104.0,Male,2010,Standard_Grade
English - Alternative Communication,1.0,Male,2010,Standard_Grade
French,11689.0,Male,2010,Standard_Grade
Gaelic (Learners),136.0,Male,2010,Standard_Grade
Gàidhlig,82.0,Male,2010,Standard_Grade
German,2837.0,Male,2010,Standard_Grade
Italian,199.0,Male,2010,Standard_Grade
Latin,205.0,Male,2010,Standard_Grade
Russian,1.0,Male,2010,Standard_Grade
